s	t	H	V	T	P
0	0.0	277.8028258873138	-103.74541737768348	1133.6876387663153	0.0
1	0.02	277.802674593497	-25.969461267236127	902.592847709091	0.0
2	0.04	277.80345456884123	-53.312017755469334	983.8376263146012	0.0
3	0.060000000000000005	277.80357632565864	-23.72950772900981	895.9399921399726	452314.9520585665
4	0.08	277.80356619865313	-24.20522664147857	897.3534573550585	177081.17698279672
5	0.1	277.8035605911391	7.704135520099921	802.541709589931	797392.250736572
6	0.12000000000000001	277.8030247482237	-21.33312532823601	888.8180240271568	23068.335232305333
7	0.14	277.80391282382857	15.310929552628007	779.9408217711832	941511.8127582186
8	0.16	277.80299829509374	21.087401528357333	762.7745740420924	1117624.807923867
9	0.18000000000000002	277.8031167437517	-3.335967298377069	835.3436556941027	272180.19467397354
10	0.2	277.8035277217865	14.791188348909866	781.4839754954662	585370.5217375021
11	0.22	277.80281400046607	2.057951025525883	819.3159007441286	334070.0458647013
12	0.24000000000000002	277.8028152879171	6.4492338638623545	806.268162481778	294669.31304465496
13	0.26	277.80318317581975	-13.616274575717977	865.8895507466468	0.0
14	0.28	277.80209692005116	9.828322383785874	796.2258012398131	274814.3773147677
15	0.3	277.80314974741106	0.9144543562942999	822.7145500471446	176038.00794449326
16	0.32	277.80326166137473	-13.733242597421324	866.2373289916836	0.0
17	0.34	277.80322738579724	7.22974429582284	803.9502699112311	161837.77412130134
18	0.36000000000000004	277.80320825880153	-7.99254400068876	849.1799327286486	170517.62063612885
19	0.38	277.80313584408276	-8.099880041122173	849.4986432684254	206233.2375408079
20	0.4	277.8030424507373	10.060852970016423	795.5376966044803	454327.6597863348
21	0.42000000000000004	277.80315427464905	-0.739985417573811	827.6303715357752	412797.8251502968
22	0.44	277.8039722809508	-7.349618069882958	847.2718882525405	95340.91966200285
23	0.46	277.8039357574825	-6.046470784040714	843.3997609351317	244775.8643381589
24	0.48000000000000004	277.8036694439902	-8.767832170773817	851.484903254339	364.6117169189476
25	0.5	277.80348063931274	-5.813505982898006	842.7062044010956	167104.07734312094
26	0.52	277.803527527363	6.079478016476298	807.3689278450378	481276.2511297077
27	0.54	277.8033886402899	4.619421377357314	811.7067559921338	338506.18343057716
28	0.56	277.8040971010272	-8.496599414941418	850.680264788723	177589.48638666805
29	0.5800000000000001	277.80329831230586	-5.72501339298441	842.4427261674623	176111.96615468946
30	0.6	277.8038539918772	2.9821697701062746	816.5728758205075	606449.4606952418
31	0.62	277.8041759081071	11.79285325646309	790.3948021917487	670514.781249805
32	0.64	277.8043107280762	0.38359269140510044	824.295339652274	376406.9827160714
33	0.66	277.80461488544	-15.138025367929457	870.415356341072	58355.66939310295
34	0.68	277.80390084569973	-4.301215623460972	838.2140109912516	167023.7728159811
35	0.7000000000000001	277.80479621302123	-6.862088330606423	845.8257477786027	143129.72172216352
36	0.7200000000000001	277.80492906392413	-14.142728230609002	867.4589808338404	70177.2779481658
37	0.74	277.80409143503664	-6.6043602057341975	845.0578706029353	0.0
38	0.76	277.80471748968154	-3.971042376396367	837.2353994624294	218210.68926233173
39	0.78	277.8046737236655	-20.532866697522024	886.445129090899	71934.6354222244
40	0.8	277.80480570120415	-16.668756236818236	874.9641572343967	630.9554056115685
41	0.8200000000000001	277.80480981481367	-19.043457943608725	882.0200792097053	0.0
42	0.8400000000000001	277.80450664895557	-4.218064458222189	837.9687453972688	400955.764400192
43	0.86	277.8046854055395	9.449097754008026	797.3602758881354	677661.4434944432
44	0.88	277.8050388788741	9.443642059933	797.3775365659137	548574.1993379457
45	0.9	277.8044098323142	12.088393651123793	789.5173632279729	724816.8415977665
46	0.92	277.80417412192133	8.822630712199528	799.220167312094	288797.8714104043
47	0.9400000000000001	277.8060087405611	21.903879584820338	760.3575319212039	201090.03875752873
48	0.9600000000000001	277.8045987423106	-5.435088865543397	841.5851424220527	79082.74569250751
49	0.9800000000000001	277.8046793621035	6.96225092532435	804.7493825282025	504828.79172553326
