50 27 1e-05
-0.759967780076416 -0.43876796999274165 -0.31022989918389887 14.38099114928952
-0.38002478366328674 -0.43875038903181385 -0.3102173563395698 22.666291319551778
-7.896329241117075e-06 -0.4388094413670712 -0.31028218887740605 3.9210680928152053
-0.5699977582962574 -0.109716397131284 -0.31028080204912334 2.7266396800734922
-0.1900222972395509 -0.10966419272233426 -0.3102867741991409 9.354350853178083
0.19004707800494974 -0.10965763813432884 -0.3102850545213711 19.98993117826563
-0.3799707637527246 0.2193708679394464 -0.31024110109687186 10.554473402710666
2.9326760097949944e-05 0.2193747017643506 -0.31030000447244604 10.892747086015493
0.3799682366241327 0.21937282915942105 -0.3102745086762284 7.26828683451204
-0.570002730286274 -0.32909389444211534 -1.4843466481295679e-05 1.2288432311392459
-0.18997967665698234 -0.3290792969750277 3.0262451839495536e-05 7.180575432123186
0.18997443132199748 -0.3291136004618353 6.9994831576372376e-06 6.381018695171855
-0.37994968616067165 2.3023476241402166e-05 -7.961005893876948e-05 46.99682031535105
-9.01282974220045e-06 -3.253724168135346e-05 -1.4384320474457403e-05 6.73405848129084
0.37999966430849874 1.5866455949181517e-05 -1.823515753641972e-05 2.921894383306748
-0.18996811938492184 0.3290742550722252 1.766270476522724e-05 7.82738445365964
0.18999082193144323 0.3290479202228083 -2.4749455933044723e-05 12.192297332633055
0.5699975849825872 0.3291030810959869 2.2993071317703274e-05 3.5740815761651485
-0.3800296619426996 -0.21938248329409998 0.31031054617745873 13.71802286361508
-1.0255318458034222e-05 -0.21938303584158395 0.31031491333268585 11.710414313791283
0.3800002341260859 -0.21940853974637942 0.31023296838389475 7.57589536375773
-0.19001012699435982 0.10966553157788647 0.3102927162480859 8.207507205460802
0.1900044541948961 0.10974334471303274 0.3102492530126691 12.938508668595647
0.5699881139433215 0.10972519834449915 0.31028755290663484 6.586725586767153
-1.7292806022724052e-05 0.4387344033563397 0.3102881717146653 16.807718837455848
0.37999200356574275 0.4388070034254256 0.31024586143766164 5.090843337426358
0.7599758919738556 0.43880138977868416 0.3102496109505843 5.881063394811547


-0.7236230528521349 -0.41648336551356274 -0.2516069504635753 0.9819344904896844
