s	t	H	V	T	P
0	0.0	181.54304562763286	-103.7654074413013	847.732029145115	0.0
1	0.02	181.54303983154247	-34.40291478163105	641.6364475737205	0.0
2	0.04	181.5430509506985	-65.24218533471081	733.2686671878573	0.0
3	0.060000000000000005	181.5430514164051	-53.54862212222817	698.5237882029186	0.0
4	0.08	181.5430519427146	-40.84130164552418	660.7667501247605	0.0
5	0.1	181.54305192095714	-32.36829429966181	635.5910511524683	0.0
6	0.12000000000000001	181.54305367955462	-11.58377251556853	573.8343694050695	450177.9623764538
7	0.14	181.5430469124167	-18.675879475547188	594.9070029800891	110866.90772110506
8	0.16	181.5430474246597	16.066299586573574	491.67817396290695	972003.2845114163
9	0.18000000000000002	181.54305697917232	2.5514561147511423	531.8346209814775	87936.34423329495
10	0.2	181.5430537647265	-15.97026314674573	586.8678727443427	0.0
11	0.22000000000000003	181.54305562660198	16.6564834209117	489.9245954025056	800115.7485750668
12	0.24000000000000002	181.54305443021826	-8.327165797464835	564.1580729083897	33615.11082945156
13	0.26	181.5430537576032	5.891402476017225	521.9106870543774	267764.9565746072
14	0.28	181.54305666649063	-15.590143824269179	585.7384394549474	55043.902365763955
15	0.30000000000000004	181.5430539093429	-11.244055224983693	572.8249740289896	90729.28330972615
16	0.32	181.5430561114961	-10.25047764011408	569.8727808281267	155813.42616295637
17	0.34	181.54305586049895	-10.964467688633945	571.9942462573216	55069.62839057498
18	0.36000000000000004	181.54305083268906	-10.513147513347562	570.6532315551297	155573.0917084308
19	0.38	181.54305769436456	11.279040581043981	505.9025036422593	707985.844673782
20	0.4	181.54305689043807	-16.194536602453905	587.5342618380115	8324.761399558984
21	0.42000000000000004	181.54305779128407	-14.2986952056261	581.901184046917	8076.246113195934
22	0.44000000000000006	181.54305900006628	-8.222702816507942	563.8476974538314	71685.27809587972
23	0.46	181.54305882810888	-12.967984676450213	577.9472701476998	53185.458625607156
24	0.48000000000000004	181.54305772311818	-1.3560019230458682	543.4447850905916	319728.8125288746
25	0.5	181.5430533702696	-2.4798080385439736	546.7839176622352	137083.882773158
26	0.52	181.54305835638488	-10.096852169774742	569.4163228184386	17867.249508060562
27	0.54	181.54305924366213	-9.670165351347386	568.1485183551263	19922.16691029802
28	0.56	181.54305805860804	-12.62856559706743	576.9387578721917	34156.623291694574
29	0.5800000000000001	181.5430578466142	-12.622413784739205	576.920478469651	1523.8508211882943
30	0.6000000000000001	181.54305929795044	3.8860103580872014	527.8692901304787	497014.02329243853
31	0.62	181.54305679216046	-0.9051161753801349	542.105073368515	351908.805477269
32	0.64	181.54305891181824	1.4207942129773254	535.1941427072571	320436.61407000554
33	0.66	181.5430585142029	-11.732538807842174	574.2764104590485	8064.17700899467
34	0.68	181.54306075209792	-5.865395097460909	556.8434753593286	170322.10639582505
35	0.7000000000000001	181.54306038918364	-10.946488412296704	571.940838203207	28786.771400503516
36	0.7200000000000001	181.54305856818328	-9.881773633953715	568.7772643465021	39475.797561429354
37	0.7400000000000001	181.54305873558016	-9.052561012259023	566.3134398473925	0.0
38	0.76	181.54306026533723	-7.640474632572305	562.1177367678672	0.0
39	0.78	181.54306155017156	15.70787375567758	492.7432003520791	728189.0689489051
40	0.8	181.54306108740445	-9.144486984415737	566.5865848726663	165743.63501074185
41	0.8200000000000001	181.54306061864884	-13.257419226192892	578.8072672961083	21488.991795304584
42	0.8400000000000001	181.54306081122488	-5.400664661637425	555.4626300986831	304543.46389741043
43	0.8600000000000001	181.54306019309365	-9.335509944671527	567.1541654046595	66183.86577180868
44	0.8800000000000001	181.54305980060397	-13.903464822514652	580.7268488749792	370.6961006404831
45	0.9	181.543059808276	-20.397115347074845	600.0213194139171	19923.022602338722
46	0.92	181.5430617534604	-6.159755528998097	557.7181063495075	272623.6405126802
47	0.9400000000000001	181.54305879243483	-17.884908869226983	592.5568411156032	45061.47051172419
48	0.9600000000000001	181.54305724301574	-7.849303903953593	562.7382185585398	4607.842934539774
49	0.9800000000000001	181.5430535112327	-6.259392187512493	558.0141305247142	172763.478808583
