s	t	H	V	T	P
0	0.0	-675.9211004731712	-675.9219375893487	0.0005372586778765767	0.0
1	0.01	-675.9211341131794	-676.0166896440538	0.06132725607663071	0.0
2	0.02	-675.9211974804117	-676.2206176779539	0.19216699401022055	0.0
3	0.03	-675.921245389291	-676.4389201428102	0.33224212018876054	0.0
4	0.04	-675.9212570139846	-676.598569347357	0.4346970450846187	0.0
5	0.05	-675.9212486157129	-676.6799509403601	0.4869328998939299	0.0
6	0.06	-675.9212469295713	-676.694321177397	0.4961567575295413	0.0
7	0.07	-675.9212532107592	-676.6458956154254	0.4650733443505163	0.0
8	0.08	-675.9212412462592	-676.5302007488572	0.3908284011859928	0.0
9	0.09	-675.9211971228782	-676.3702563611484	0.2882048861742253	0.0
10	0.1	-675.9211492054907	-676.2341054078014	0.2008543616916127	0.0
11	0.11	-675.9211401554892	-676.1931459218814	0.17457249347277037	0.0
12	0.12	-675.9211748952857	-676.2613500487716	0.21832340376149786	0.0
13	0.13	-675.9212175727354	-676.3877198126653	0.2993997528631465	0.0
14	0.14	-675.92123743084	-676.5069821058885	0.37592919377356054	0.0
15	0.15	-675.9212366267514	-676.5852254424251	0.4261460509739584	0.0
16	0.16	-675.9212326098352	-676.6195460886701	0.4481755179044664	0.0
17	0.17	-675.9212319775312	-676.6139529623875	0.4445862718693036	0.0
18	0.18	-675.9212282214937	-676.5688986857613	0.4156729814793777	0.0
19	0.19	-675.9212154011374	-676.489783827757	0.3649055285164278	0.0
20	0.2	-675.9211966399497	-676.395617430988	0.3044818554598072	0.0
21	0.21	-675.9211815417048	-676.3145851127772	0.25248524417003615	0.0
22	0.22	-675.9211788044586	-676.2694911430186	0.22354582498836537	0.0
23	0.23	-675.9211891759128	-676.2645049499488	0.22033904470821472	0.0
24	0.24	-675.9212033012984	-676.2842335188773	0.2329917160554368	0.0
25	0.25	-675.9212094387893	-676.3077278931518	0.24806639670270672	0.0
26	0.26	-675.9212054263135	-676.3255931617026	0.2595348482241066	0.0
27	0.27	-675.9212004143027	-676.3431441873258	0.2708022610657885	0.0
28	0.28	-675.9212033661742	-676.3674228905277	0.28638236621162894	0.0
29	0.29	-675.9212125899691	-676.3944502828206	0.3037225465553028	0.0
30	0.3	-675.9212185693289	-676.4116065618532	0.3147295579779045	0.0
31	0.31	-675.921215311083	-676.4112066652716	0.3144749966713894	0.0
32	0.32	-675.9212063497905	-676.3990751704802	0.3066947906552334	0.0
33	0.33	-675.92119941752	-676.3894468787457	0.3005198307104739	0.0
34	0.34	-675.9211981823137	-676.3935869867203	0.3031777324711139	0.0
35	0.35000000000000003	-675.9212014357317	-676.4138741826977	0.3161959065966941	0.0
36	0.36	-675.9212063683188	-676.4453176981003	0.33637309572815455	0.0
37	0.37	-675.9212099961258	-676.480126491571	0.3587109477386339	0.0
38	0.38	-675.9212118766335	-676.5121923562435	0.3792895175996813	0.0
39	0.39	-675.9212159742373	-676.5373729770466	0.39544773545727796	0.0
40	0.4	-675.9212244672287	-676.5479840334217	0.4022524291651334	0.0
41	0.41000000000000003	-675.9212298955837	-676.5306330454957	0.39111313271528236	0.0
42	0.42	-675.9212209492857	-676.4774867298083	0.35700972676940257	0.0
43	0.43	-675.9211987276158	-676.401988720798	0.3085695904900546	0.0
44	0.44	-675.9211798006495	-676.3366464689204	0.26664527446191494	0.0
45	0.45	-675.9211778753536	-676.3093116455752	0.2491031016264224	0.0
46	0.46	-675.921188434576	-676.32349339661	0.2581981304670593	0.0
47	0.47000000000000003	-675.9211978572658	-676.3639973768519	0.28418741730350755	0.0
48	0.48	-675.9212023231297	-676.4157992017622	0.31743080858883643	0.0
49	0.49	-675.9212097828597	-676.4701213139172	0.352289791292421	0.0
50	0.5	-675.9212256796945	-676.5141841938887	0.38055901432437594	0.0
51	0.51	-675.9212429424548	-676.5240980015792	0.386910587484587	0.0
52	0.52	-675.9212464098564	-676.475452253761	0.3556876655624861	0.0
53	0.53	-675.9212259632911	-676.3655103917771	0.28514042742782064	0.0
54	0.54	-675.9211878051772	-676.2274966706102	0.19658812061485778	0.0
55	0.55	-675.9211539146662	-676.1204044186927	0.12787838204668325	0.0
56	0.56	-675.9211466667175	-676.0958411008069	0.11211836925110871	0.0
57	0.5700000000000001	-675.9211696052004	-676.1650514934613	0.15652267196854452	0.0
58	0.58	-675.9212027923865	-676.2941376999935	0.23934851671532512	0.0
59	0.59	-675.9212216858386	-676.4333718146195	0.3286964324305447	0.0
60	0.6	-675.921223463963	-676.5525839592689	0.4052052918128509	0.0
61	0.61	-675.9212279871457	-676.6455526532269	0.4648694206698085	0.0
62	0.62	-675.9212476106205	-676.7029393831315	0.5016874592930264	0.0
63	0.63	-675.9212654808124	-676.6959383333293	0.4971827372752149	0.0
64	0.64	-675.9212535202912	-676.6005139084681	0.43594730087564865	0.0
65	0.65	-675.9212077208265	-676.4369653873058	0.331011739417155	0.0
66	0.66	-675.9211576531632	-676.2748229333112	0.22698132701035909	0.0
67	0.67	-675.9211390913978	-676.189385361735	0.17215966006400651	0.0
68	0.68	-675.9211599538155	-676.2092796229341	0.18491434841143975	0.0
69	0.6900000000000001	-675.9211962424841	-676.3043340850209	0.24589673006767854	0.0
70	0.7000000000000001	-675.9212195498792	-676.4201920351522	0.32023905994261803	0.0
71	0.71	-675.9212240155113	-676.5201660728951	0.38439923458251135	0.0
72	0.72	-675.9212255602368	-676.5947680195975	0.4322775511340049	0.0
73	0.73	-675.9212377591327	-676.639529970417	0.460997809087419	0.0
74	0.74	-675.9212528691958	-676.6360141855216	0.4587316911838843	0.0
75	0.75	-675.9212500576252	-676.563302186518	0.41206715051275594	0.0
76	0.76	-675.9212212939282	-676.4277727337002	0.32510321044333934	0.0
77	0.77	-675.9211835158245	-676.2739566761741	0.2264087671717659	0.0
78	0.78	-675.9211623320988	-676.1593029533623	0.1528379438513888	0.0
79	0.79	-675.9211664570455	-676.1166054981782	0.12543219647506146	0.0
80	0.8	-675.921181491557	-676.1411459342951	0.141172526426327	0.0
81	0.81	-675.9211907108296	-676.2110635681005	0.1860395393635692	0.0
82	0.8200000000000001	-675.9211972197317	-676.3109462468631	0.25013976871648136	0.0
83	0.8300000000000001	-675.9212154901223	-676.4279757399635	0.3252372241258863	0.0
84	0.84	-675.9212434713165	-676.5328204712648	0.3925083032159	0.0
85	0.85	-675.9212574793951	-676.5837994902283	0.4252174959218247	0.0
86	0.86	-675.92123970406	-676.5610291179419	0.4106149467352661	0.0
87	0.87	-675.9212035943907	-676.4913078332107	0.3658912082278825	0.0
88	0.88	-675.9211833800521	-676.4277824077387	0.3251337522256809	0.0
89	0.89	-675.921195025276	-676.4005177358542	0.30762789287009573	0.0
90	0.9	-675.9212161137062	-676.3939532048852	0.30340126188782535	0.0
91	0.91	-675.9212145296563	-676.3788580974501	0.2937142833815129	0.0
92	0.92	-675.9211894156117	-676.3579601509159	0.2803181614467265	0.0
93	0.93	-675.9211719634856	-676.3672068345155	0.28626385625669637	0.0
94	0.9400000000000001	-675.9211886389097	-676.430973920491	0.3271786805175337	0.0
95	0.9500000000000001	-675.9212303996363	-676.5241471335361	0.38695017017235234	0.0
96	0.96	-675.9212599335071	-676.58594688039	0.42659410951164095	0.0
97	0.97	-675.9212502786013	-676.574365186849	0.41916720946503444	0.0
98	0.98	-675.9212150802292	-676.5045672003024	0.37439365909230327	0.0
99	0.99	-675.9211935365985	-676.4285005637414	0.3255881441752	0.0
