50 125 0.001
-1.5199988521961154 -0.8775717464833493 -0.620536932916098 3.952438243011434e-06
-1.1399988144295075 -0.8775701876407069 -0.6205358306478947 1.7610062023308885e-05
-0.7599998521471918 -0.8775694760536286 -0.6205353274798463 2.5844635968727925e-05
-0.38000014218403666 -0.8775693984333129 -0.6205352725939948 2.722738231888327e-05
-7.939127528548362e-07 -0.8775696329399281 -0.6205354384152126 2.437740155846077e-05
-1.3299974833154826 -0.5484828397597419 -0.6205358306478947 1.761006202330872e-05
-0.949998687952689 -0.5484819982192761 -0.6205336841982478 3.2210490402748424e-05
-0.5699998596716219 -0.5484813113503312 -0.6205331025905992 4.115488629606521e-05
-0.19000050433758164 -0.5484810615976232 -0.620533062731415 4.388270639364766e-05
0.18999793690600983 -0.5484807923330516 -0.6205339773556074 3.966018398345937e-05
-1.139997385921838 -0.2193944408050711 -0.6205353274798463 2.5844635968727993e-05
-0.7599986789662 -0.21939370295402405 -0.6205331025905992 4.1154886296064615e-05
-0.37999988928875933 -0.21939303837289317 -0.6205325108582848 4.78506422691972e-05
-6.407544800470198e-07 -0.21939265699503635 -0.6205324985099622 4.9280220485919055e-05
0.37999768098083864 -0.2193917634057207 -0.620533614562639 4.3009972426276866e-05
-0.9499974637190952 0.10969492264358204 -0.6205352725939948 2.7227382318883148e-05
-0.5699987850069902 0.10969526731061055 -0.620533062731415 4.388270639364828e-05
-0.18999993473870724 0.10969577358786087 -0.6205324985099622 4.9280220485919e-05
0.18999932621090324 0.10969616213371246 -0.6205325069213681 4.9110312110956657e-05
0.5699976689567449 0.10969712470525754 -0.6205336500584622 3.966018398345872e-05
-0.7599979926721393 0.4387841289213517 -0.6205354384152126 2.4377401558460644e-05
-0.37999933119523505 0.43878343619376325 -0.6205339773556074 3.966018398345902e-05
9.709531898112467e-21 0.4387835268114414 -0.620533614562639 4.3009972426276866e-05
0.37999933119523505 0.43878389906182497 -0.6205336500584622 3.966018398345868e-05
0.7599979926721394 0.4387850456528348 -0.6205347901881644 2.4377401558461352e-05
-1.3299974833154826 -0.7678744050137186 -0.3102693035954592 1.7610062023309275e-05
-0.9499986879526889 -0.7678721008080956 -0.3102692256667149 3.2210490402748796e-05
-0.5699998596716219 -0.7678713235068308 -0.3102687719496793 4.11548862960657e-05
-0.19000050433758164 -0.7678712026763289 -0.3102685497669629 4.388270639364893e-05
0.18999793690600977 -0.76787197523743 -0.31026799102715935 3.9660183983459926e-05
-1.1399960901334805 -0.4387869469248665 -0.3102692256667149 3.221049040274764e-05
-0.7599985656619542 -0.4387853764686587 -0.3102681151864808 6.174785741420598e-06
-0.37999989762096237 -0.43878461475908864 -0.31026757657647847 7.606147939369946e-06
-1.0831680968556682e-06 -0.43878410687928293 -0.3102672174512238 1.5549905660619666e-05
0.3799964527818722 -0.43878337857214167 -0.31026670246030547 4.9110312110957205e-05
-0.9499960028303054 -0.10969869687577424 -0.3102687719496793 4.115488629606441e-05
-0.5699985719816204 -0.10969725739569494 -0.31026757657647847 7.606147939370501e-06
-0.18999994529540118 -0.10969651956231402 -0.31026701963752484 5.661969521312685e-06
0.18999875466575758 -0.10969583215196879 -0.31026666713023376 1.240923829523771e-05
0.5699961885523193 -0.10969442596293422 -0.3102663333319615 4.9280220485919706e-05
-0.7599962205210011 0.2193903378499633 -0.3102685497669629 4.388270639364814e-05
-0.3799987249183737 0.21939111538855302 -0.3102672174512238 1.5549905660620103e-05
2.1374097153650797e-20 0.21939166430393758 -0.31026666713023376 1.2409238295237791e-05
0.3799987249183738 0.2193923661233376 -0.31026633304817614 1.5549905660620452e-05
0.7599962205210011 0.21939388142219257 -0.31026604408300995 4.388270639364774e-05
-0.569997668956745 0.5484790276459524 -0.31026799102715935 3.9660183983459215e-05
-0.18999932621090318 0.5484782707431459 -0.31026670246030547 4.9110312110956054e-05
0.18999993473870724 0.5484783923280803 -0.3102663333319615 4.928022048591872e-05
0.5699987850069902 0.5484790930402509 -0.31026604408300995 4.388270639364771e-05
0.9499974637190953 0.5484812914076812 -0.31026645574867906 2.7227382318883466e-05
-1.139997385921838 -0.6581777976374427 -1.9533039130452266e-06 2.584463596872823e-05
-0.7599986789662 -0.6581754540413951 -1.999281023566611e-06 4.1154886296064696e-05
-0.37999988928875933 -0.6581746746237752 -1.5699520293420405e-06 4.785064226919736e-05
-6.407544800470301e-07 -0.6581745358557127 -1.214501645215077e-06 4.928022048591917e-05
0.37999768098083864 -0.658175290217162 2.559618370121669e-20 4.300997242627685e-05
-0.9499960028303054 -0.32909043580664565 -1.9992810235666366e-06 4.115488629606449e-05
-0.5699985719816204 -0.32908882897129077 -1.0405839232419815e-06 7.60614793937056e-06
-0.18999994529540118 -0.3290880579397494 -5.305942584008906e-07 5.6619695213127475e-06
0.18999875466575758 -0.3290874964559064 -1.6796554923835526e-20 1.2409238295237766e-05
0.5699961885523193 -0.32908671301819903 1.214501645215093e-06 4.928022048592033e-05
-0.7599959329961261 -2.220247452170678e-06 -1.5699520293420401e-06 4.785064226919686e-05
-0.37999859090560884 -7.503735963478612e-07 -5.305942584009097e-07 5.6619695213125205e-06
6.266688556966215e-23 1.7236104037088307e-22 1.6497491307082557e-22 3.6516325553571915e-37
0.37999859090560884 7.503735963478606e-07 5.3059425840091e-07 5.6619695213125205e-06
0.7599959329961261 2.2202474521706756e-06 1.5699520293420395e-06 4.7850642269196815e-05
-0.5699961885523193 0.32908671301819903 -1.2145016452150938e-06 4.928022048592036e-05
-0.18999875466575758 0.3290874964559064 1.7496434531229233e-20 1.2409238295237783e-05
0.18999994529540118 0.3290880579397494 5.305942584008915e-07 5.661969521312753e-06
0.5699985719816204 0.32908882897129077 1.040583923241983e-06 7.606147939370562e-06
0.9499960028303054 0.32909043580664565 1.9992810235666353e-06 4.115488629606446e-05
-0.37999768098083864 0.658175290217162 -2.6237706126676364e-20 4.300997242627685e-05
6.407544800470308e-07 0.6581745358557127 1.214501645215076e-06 4.928022048591916e-05
0.37999988928875933 0.6581746746237752 1.5699520293420407e-06 4.785064226919734e-05
0.7599986789662 0.6581754540413951 1.9992810235666116e-06 4.115488629606472e-05
1.139997385921838 0.6581777976374427 1.9533039130452253e-06 2.5844635968728236e-05
-0.9499974637190953 -0.5484812914076812 0.31026645574867906 2.7227382318883453e-05
-0.5699987850069902 -0.5484790930402509 0.31026604408300995 4.388270639364771e-05
-0.18999993473870724 -0.5484783923280803 0.3102663333319615 4.9280220485918744e-05
0.18999932621090318 -0.5484782707431459 0.31026670246030547 4.911031211095602e-05
0.569997668956745 -0.5484790276459524 0.31026799102715935 3.966018398345919e-05
-0.7599962205210011 -0.21939388142219257 0.31026604408300995 4.388270639364774e-05
-0.3799987249183738 -0.2193923661233376 0.31026633304817614 1.554990566062043e-05
-2.1324007013281965e-20 -0.21939166430393758 0.31026666713023376 1.2409238295237791e-05
0.3799987249183737 -0.21939111538855302 0.3102672174512238 1.554990566062008e-05
0.7599962205210011 -0.2193903378499633 0.3102685497669629 4.3882706393648095e-05
-0.5699961885523193 0.10969442596293422 0.3102663333319615 4.928022048591969e-05
-0.18999875466575758 0.10969583215196879 0.31026666713023376 1.2409238295237718e-05
0.18999994529540118 0.10969651956231402 0.31026701963752484 5.6619695213126806e-06
0.5699985719816204 0.10969725739569494 0.31026757657647847 7.606147939370501e-06
0.9499960028303054 0.10969869687577424 0.3102687719496793 4.11548862960644e-05
-0.3799964527818722 0.43878337857214167 0.31026670246030547 4.9110312110957205e-05
1.0831680968556682e-06 0.43878410687928293 0.3102672174512238 1.5549905660619666e-05
0.37999989762096237 0.43878461475908864 0.31026757657647847 7.6061479393699495e-06
0.7599985656619542 0.4387853764686587 0.3102681151864808 6.174785741420598e-06
1.1399960901334805 0.4387869469248665 0.3102692256667149 3.2210490402747624e-05
-0.18999793690600977 0.76787197523743 0.31026799102715935 3.9660183983459974e-05
0.19000050433758164 0.7678712026763289 0.3102685497669629 4.3882706393648895e-05
0.5699998596716219 0.7678713235068308 0.3102687719496793 4.115488629606564e-05
0.9499986879526889 0.7678721008080956 0.3102692256667149 3.221049040274881e-05
1.3299974833154826 0.7678744050137186 0.3102693035954592 1.761006202330927e-05
-0.7599979926721394 -0.4387850456528348 0.6205347901881644 2.437740155846136e-05
-0.37999933119523505 -0.43878389906182497 0.6205336500584622 3.966018398345866e-05
-9.700722755461023e-21 -0.4387835268114414 0.620533614562639 4.300997242627685e-05
0.37999933119523505 -0.43878343619376325 0.6205339773556074 3.966018398345902e-05
0.7599979926721393 -0.4387841289213517 0.6205354384152126 2.4377401558460637e-05
-0.5699976689567449 -0.10969712470525754 0.6205336500584622 3.966018398345871e-05
-0.18999932621090324 -0.10969616213371246 0.6205325069213681 4.911031211095662e-05
0.18999993473870724 -0.10969577358786087 0.6205324985099622 4.928022048591897e-05
0.5699987850069902 -0.10969526731061055 0.620533062731415 4.3882706393648224e-05
0.9499974637190952 -0.10969492264358204 0.6205352725939948 2.722738231888314e-05
-0.37999768098083864 0.2193917634057207 0.620533614562639 4.300997242627682e-05
6.407544800470203e-07 0.21939265699503635 0.6205324985099622 4.9280220485919035e-05
0.37999988928875933 0.21939303837289317 0.6205325108582848 4.785064226919719e-05
0.7599986789662 0.21939370295402405 0.6205331025905992 4.115488629606459e-05
1.139997385921838 0.2193944408050711 0.6205353274798463 2.5844635968727993e-05
-0.18999793690600983 0.5484807923330516 0.6205339773556074 3.966018398345936e-05
0.19000050433758164 0.5484810615976232 0.620533062731415 4.388270639364763e-05
0.5699998596716219 0.5484813113503312 0.6205331025905992 4.11548862960652e-05
0.949998687952689 0.5484819982192761 0.6205336841982478 3.2210490402748376e-05
1.3299974833154826 0.5484828397597419 0.6205358306478947 1.7610062023308706e-05
7.939127528548362e-07 0.8775696329399281 0.6205354384152126 2.437740155846079e-05
0.38000014218403666 0.8775693984333129 0.6205352725939948 2.722738231888328e-05
0.7599998521471918 0.8775694760536286 0.6205353274798463 2.5844635968727955e-05
1.1399988144295075 0.8775701876407069 0.6205358306478947 1.761006202330888e-05
1.5199988521961154 0.8775717464833493 0.620536932916098 3.952438243011432e-06


-1.519493041875334 -0.8772797167584876 -0.6203304367173401 0.0017541179415938532
-1.1394731703908219 -0.8766259247041023 -0.6198681359221985 0.006955267422246765
-0.7599198881420023 -0.8763107163193883 -0.6196452499358804 0.010330610797329734
-0.3800642793888725 -0.8762682568456096 -0.6196152265540459 0.01117579918413693
-0.0003475063003320049 -0.8763687220403551 -0.6196862661745238 0.010063796559727231
-1.3289169056051882 -0.5484997501371951 -0.6198681359221985 0.0069552674222468905
