s	t	H	V	T	P
0	0.0	208.8763296197302	-103.3345671335699	927.6667907275189	0.0
1	0.02	208.81770739860792	-39.894937574355204	738.9955429958346	0.0
2	0.04	208.91157691841158	-52.30569200757128	776.1503139932042	0.0
3	0.06	208.91284151731114	-35.78607379004435	727.069618063483	250495.77185124642
4	0.08	208.89154691992016	-27.28900703307583	701.7591595816315	65609.0409606744
5	0.1	208.92103740982412	-18.617996734667493	676.0827625335877	148132.8101143078
6	0.12	208.91820299574323	-19.190941914200312	677.7767227048879	0.0
7	0.14	208.90086298207345	13.759844396019275	579.819104116873	748142.7796040396
8	0.16	208.84891758630044	19.090623513063115	563.8255086783358	976791.0384496812
9	0.18	208.85378524591093	10.41636689212304	589.6136392381271	325236.9858533138
10	0.2	208.88624933480136	-12.890142217795955	658.9603231346952	2003.1845900098806
11	0.22	208.82058572966582	4.088260253321938	608.3175869511488	345371.92307775904
12	0.24	208.89296975921116	0.2633374377932878	619.8975867879481	314843.4523492594
13	0.26	208.87769893813206	-15.373518110100143	666.3137289543528	0.0
14	0.28	208.89184151957878	4.2133237655054465	608.1577090046897	183990.28008942475
15	0.3	208.8627529104123	-15.008000592746248	665.1832642603989	18987.625672671613
16	0.32	208.86959706787852	-5.719003357973834	637.603364757179	47874.81535812689
17	0.34	208.84403340058435	-10.084655477076	650.4989938573498	54141.86278543997
18	0.36	208.89278696803274	1.5326492469974653	616.1255596292888	303705.88801652734
19	0.38	208.8380884719059	10.036062601812574	590.6969911904246	549996.0190633243
20	0.4	208.8718968897691	-15.845991340569185	667.7003408962526	0.0
21	0.42	208.895501462916	-5.716878519501978	637.674020538747	121893.44561020561
22	0.44	208.89409038151013	-17.378219369765677	672.3189664431543	29242.27414698728
23	0.46	208.88872657138128	-11.973714566919227	656.2447182133693	150996.85549569214
24	0.48	208.83195222499756	-11.330636472647406	654.165258865995	29301.685796485825
25	0.5	208.89005601997113	-11.552936590569109	654.9984181204862	6830.554163286686
26	0.52	208.88987877797308	-9.547142841960705	649.0381115120375	239261.3077331935
27	0.54	208.84689528601376	2.6202610238936206	612.7576005767858	357627.5346271796
28	0.56	208.87173225036767	24.632907036664104	547.425607148025	1218090.3365184937
29	0.58	208.83644397799856	-5.750464585229638	637.5983377552799	300664.41435701656
30	0.6	208.81832045880316	-18.738651408960312	676.136060577806	0.0
31	0.62	208.79395881301105	-1.852400943361454	625.8898538318329	205673.80535671703
32	0.64	208.82216228567017	-7.763861967388419	643.5382753281294	22029.49349503551
33	0.66	208.8165407385931	-6.244087694223641	639.0058933393257	340189.8889059938
34	0.68	208.73804770782084	-10.41256432203485	651.1583902478219	55831.264971649114
35	0.7000000000000001	208.82703466865684	-2.13231803373262	626.8198443118939	139864.77271224925
36	0.72	208.79008450450107	-10.174099819456371	650.6044608576827	0.0
37	0.74	208.79081800735472	-11.979501414700946	655.9709985650359	0.0
38	0.76	208.79141586004178	-17.637586840289067	672.7845454690344	0.0
39	0.78	208.78602931792722	-9.501670729945825	648.5944349300205	0.0
40	0.8	208.7901175515259	-15.801181698323246	667.324209266982	19616.300014913246
41	0.8200000000000001	208.7892554297393	-7.083056963388292	641.4176357300519	207105.2542637006
42	0.84	208.77857454284197	36.931722262086126	510.6055541612985	1435379.3623282353
43	0.86	208.71048063362454	-6.822241231379186	640.4086163182949	97784.26775369392
44	0.88	208.71492639489296	-8.832887101187314	646.3960229266547	146310.36680121368
45	0.9	208.71258496017745	-9.223266399579781	647.5489930613339	50329.81562561659
46	0.92	208.64680004581712	-0.6590027210746143	621.9066802361924	384195.2264457697
47	0.9400000000000001	208.70871106658802	-5.883190901201738	637.6131745711392	175861.70538951986
48	0.96	208.74975301019538	-8.054109549058957	644.1855344869466	198989.99032424015
49	0.98	208.76149047532164	-10.675671262565485	652.0098103961823	38411.062720961214
