s	t	H	V	T	P
0	0.0	242.83314042914822	-664.1881727851121	582.1235864993247	0.0
1	0.04	243.11369469023816	-386.39061427067395	404.0139969263776	0.0
2	0.08	243.71839809708018	-367.296085401649	392.14728182830595	0.0
3	0.12	243.72221350078166	-278.6815735134776	335.2771998487023	0.0
4	0.16	243.74955826051317	-215.04931358118083	294.45575409013657	0.0
5	0.2	243.7527847221147	-179.25586032133225	271.48569276755524	0.0
6	0.24	243.76035121667994	-151.53077194786826	253.6966694999106	0.0
7	0.28	243.7837427438426	-130.1436736418554	239.98550590337618	114514.12789137864
8	0.32	243.73083887870763	-118.12813806119023	232.24001728994648	340716.66277483583
9	0.36	243.75204776834403	-112.0081673861089	228.32585007907127	179111.7184125293
10	0.4	243.59174908683866	-111.5270011274528	227.91415978454327	104178.50698728452
11	0.44	243.76291450588405	-91.71209774334687	215.30686706729622	762654.8728454817
12	0.48	243.6256580346053	-107.43076521958339	225.3069703998002	257880.35238242988
13	0.52	243.64730800793868	-112.34793881425847	228.47669270578237	191804.44290072453
14	0.56	243.5926087260617	-111.92772572887822	228.17189535816442	158261.84844121977
15	0.6	243.5917163841483	-112.89417537611921	228.79158717064902	32117.46869998849
16	0.64	243.57511030431544	-102.72929494593568	222.25713935034167	72048.14734034715
17	0.68	243.57966802441675	-104.32390596392625	223.28348109961846	86074.57068772808
18	0.72	243.64310843831436	-100.40023051867966	220.80599371487784	126397.50674408431
19	0.76	243.68087132428954	-89.18056443146966	213.62948143169464	148559.21144144764
20	0.8	243.63250755611284	-100.0740021036862	220.58981767175231	68043.6371280387
21	0.84	243.64470121702686	-96.33715297386732	218.19934484774598	231723.70643512043
22	0.88	243.66303229970572	-94.95408217826348	217.323458950963	63165.998303404034
23	0.92	243.7061415881803	-90.83633278214285	214.7083670246759	119153.65942021445
24	0.96	243.70185827324133	-89.74488456280095	214.00512977844673	104102.0443107359
25	1.0	243.72877458767726	-89.90628017577923	214.12598781449273	44631.264075570594
26	1.04	243.70084357447632	-86.53217242021691	211.9425694310105	15850.450153188594
27	1.08	243.65046878427052	-92.3583276038607	215.64944814320495	8369.047421847452
28	1.12	243.7342367687076	-80.81159426653365	208.29255100536943	166.99657485748685
29	1.16	243.70914402889775	-83.76157282354704	210.16973404087915	151.1483780147061
30	1.2	243.69547709549164	-87.29031585296177	212.42569944545747	76831.94484685973
31	1.24	243.64526551426644	-87.86645895349983	212.763240733424	97022.84756135508
32	1.28	243.66369268730955	-82.74703933428236	209.48943892280266	16332.277621094534
33	1.32	243.6340821463414	-82.3725500435248	209.2300888502952	176528.6867406791
34	1.36	243.5885059508537	-83.8024365862059	210.1185351220599	0.0
35	1.4000000000000001	243.61876846672544	-78.35492844414858	206.64176295924526	92971.47256995247
36	1.44	243.5997543835751	-71.85676857401948	202.45906006103144	33833.62417822695
37	1.48	243.6115557187202	-69.781345991812	201.134634070137	196826.4780812909
38	1.52	243.57068449823237	-69.61128215201404	200.9992565745665	42226.679292519904
39	1.56	243.56992381097743	-69.14303273826883	200.69824728391256	0.0
40	1.6	243.5432739156911	-69.70820385750783	201.04386860694677	211415.68595558094
41	1.6400000000000001	243.62894631760815	-73.6579404982673	203.6337821521864	38952.303973974704
42	1.68	243.65770089316294	-70.69928129706197	201.75337806031283	27002.894300177933
43	1.72	243.63317672360938	-76.08969424547792	205.19718955095857	84281.33223269274
44	1.76	243.579393866295	-70.59473278399464	201.6360219175545	1211.97359313053
45	1.8	243.65864948892698	-73.64219568413084	203.64274058439332	31604.449149733187
46	1.84	243.64663209372958	-79.65948084126698	207.4969036085016	0.0
47	1.8800000000000001	243.63607012386774	-80.51706049654963	208.04051704479252	48965.35198908137
48	1.92	243.54080675956544	-84.5175068456303	210.54685189262463	51654.896277702865
49	1.96	243.61533719080035	-80.98292691345596	208.32620239342563	0.0
