s	t	H	V	T	P
0	0.0	546.8263999713829	-662.439596267377	776.1033269081491	0.0
1	0.04	547.4948953018672	-344.6134109951144	572.5524629262618	0.0
2	0.08	548.0515547020896	-325.10519824162253	560.3894122382428	0.0
3	0.12	548.0831921785646	-229.7498929953729	499.21096521391894	0.0
4	0.16	548.1161589574215	-172.19617433634014	462.29431739671827	0.0
5	0.2	548.1060478246334	-137.41162421086324	439.963207082549	0.0
6	0.24	548.1352627220376	-117.32330031829346	427.08933047113106	55280.226999408886
7	0.28	548.0834555515894	-83.383806930999	405.27381466993234	924288.1404715934
8	0.32	548.0141143795468	-48.101231028473336	382.5850592269684	1673980.9613294734
9	0.36	548.0890194161839	-67.87005607648106	395.32070629292576	1204582.936183827
10	0.4	548.0870362018818	-64.75871029996746	393.3225809879498	886307.1301906363
11	0.44	548.2099260167095	-73.07381306698963	398.73805958039253	515791.1939187851
12	0.48	547.9018218334338	-84.364316299946	405.78653069129876	378993.23441152315
13	0.52	548.1695461139623	-69.23192735254257	396.24643303105006	412382.02010555594
14	0.56	548.1573675193033	-68.5886875138951	395.82578742603994	312897.5575653489
15	0.6	547.9881581704607	-86.65613525544809	407.3128236989387	75461.74208574224
16	0.64	548.1287782271842	-66.20223019384537	394.27581767896	201887.1135761649
17	0.68	548.0588732805475	-84.42772139337809	405.9280190446373	132768.12436553292
18	0.72	548.0592287583665	-63.647167162153046	392.5913491667996	481020.8564508407
19	0.76	547.9831476218053	-74.54819009538215	399.5387646801043	38630.45115970412
20	0.8	548.1592871889311	-56.50187756600007	388.069740717164	88566.86968022597
21	0.84	548.0691089097796	-60.93204890989983	390.8551353836691	56207.19743248512
22	0.88	548.1036455620326	-70.0547979185677	396.7322541391739	125639.81943888887
23	0.92	548.2124130577195	-52.552028306770126	385.56883521186654	305076.60998792906
24	0.96	548.0596342832916	-69.08691043687331	396.0828205183569	146742.83432066324
25	1.0	548.1234774509405	-66.52887610405789	394.48205603208885	0.0
26	1.04	548.1438557658221	-62.20652920354998	391.7210653634157	208849.40011181138
27	1.08	548.2069445944187	-60.30748388858383	390.54275394015406	0.0
28	1.12	548.0876500230091	-66.90830021792488	394.7025753652204	255607.37249881707
29	1.16	548.0767560018502	-37.27409794077265	375.67644055683775	717604.5859679139
30	1.2	548.0594602885624	-61.74489667583954	391.37062621060693	430920.2666077674
31	1.24	548.2519893788942	-55.2024860426736	387.295291084841	188514.238431578
32	1.28	548.0542887416784	-46.477115135124805	381.56849025386487	212450.19870450685
33	1.32	548.2452351961144	-63.32972500728435	392.50699411369357	17248.851171413116
34	1.36	548.3008035005973	-57.60567852516932	388.86898164509694	197986.5123168771
35	1.4000000000000001	548.0372171614038	-52.62743264820676	385.50478928815755	340287.3855331933
36	1.44	548.214124538852	-43.36617329847883	379.6744791575328	278760.584136731
37	1.48	548.2027117848658	-55.93041135478987	387.73084517587205	168189.08964077843
38	1.52	548.1340783430367	-56.84139874899143	388.27146544213593	55353.6204907774
39	1.56	548.0244956290319	-60.56478781575757	390.5907956324361	220355.55435305607
40	1.6	548.014027501709	-28.79319690659422	370.1931644818633	123274.35133834912
41	1.6400000000000001	548.1379957051912	-54.460624431147025	386.74600570322553	42947.52876949523
42	1.68	548.1263617120417	-46.22917058765374	381.45561639771864	137887.1448625795
43	1.72	548.0227420427243	-36.131055797694934	374.9081735036786	479470.5842148612
44	1.76	548.0686849458432	-48.51647283975333	382.88658341634755	154435.3114088678
45	1.8	548.1135468233867	-43.57430786210011	379.7435088234172	347125.3162752791
46	1.84	547.9795589334298	-53.41132811179068	385.97088619027386	150935.11493482906
47	1.8800000000000001	548.181946955071	-32.84487287357676	372.90128829756776	66488.82923168819
48	1.92	547.9865299566094	-47.516284482303725	382.1919386691781	47640.33307313628
49	1.96	547.5914859333595	-20.081681601827988	364.3309538934216	448748.6024590959
