50 125 0.002
-1.5035487527802023 -0.8669148345818779 -0.6151749104494764 0.450339495213706
-1.1261842861157483 -0.8685651686524624 -0.6151456948732085 0.5793162470138327
-0.7519815624857137 -0.8710657907918187 -0.6128190469620729 1.099647481283157
-0.3799510997810132 -0.868040891432344 -0.6163497860878638 2.6364394031886045
-0.002379855279490913 -0.8664232510474422 -0.6111789017162467 2.1671971932315492
-1.3137517560765777 -0.5399819639320472 -0.6118061049262535 2.1664868052147987
-0.9397223415798662 -0.5415497162932751 -0.614427706913531 0.19903302930355807
-0.5653958369122488 -0.5417309937581154 -0.6146281020374903 0.4089965124993764
-0.18929981972885412 -0.5422733423983342 -0.6116072708183039 0.9608061379760372
0.18797913992151571 -0.5434921068212785 -0.6141132582757786 0.07602863140399901
-1.131000016809558 -0.21516966558209608 -0.6126903684211886 1.7871994037436427
-0.7512190882041645 -0.21429155779016565 -0.6129081533964112 1.2005718358488975
-0.37317154658761587 -0.2185261511570221 -0.6144442134816146 1.2722795018311075
0.0014881119750329642 -0.2176060411014044 -0.6156121841999064 0.6210206482316303
0.37327404588107616 -0.21907124218320892 -0.6146573194146475 1.471490655267551
-0.9393953953507065 0.10777450813613362 -0.6144007657196908 0.14011911387703826
-0.5633572696748975 0.11168400623289819 -0.6162006184868235 1.8627683324771094
-0.18654179647539954 0.11036633480076319 -0.6144948798528759 0.7026635052815231
0.1895408530291136 0.10865479690328364 -0.6128921717757164 0.4573984117913499
0.5632997022356553 0.10522530496374691 -0.6108462770831784 2.6817122479416584
-0.7508948095295244 0.4332195086946038 -0.6148976874673817 0.36451385397991404
-0.37846405850359294 0.43278065277072736 -0.6151423247790843 1.151534530987744
-0.00016592836587065775 0.43252421408826547 -0.6160546044864925 0.8595080295878051
0.37796039791402913 0.4346993330562037 -0.6122017198271145 0.9239613136162481
0.7531822333909727 0.43597440515828595 -0.6152068364159136 0.7525804587909011
-1.3152259952539198 -0.7611842161865381 -0.3088813063585764 0.7568545677123383
-0.9396509125421395 -0.7602656230467206 -0.30459421934970166 0.759308257577805
-0.5649804526820039 -0.7609311521890779 -0.30601980755342467 0.39424305582868224
-0.18713434965594253 -0.7612345096063987 -0.3084936084178263 0.6177534509097854
0.18575094097818115 -0.7575209446389757 -0.3079399520972056 1.3915324866249361
-1.1270928107504787 -0.43090707490326047 -0.3067083102712967 1.4312413433518512
-0.7528155025758396 -0.43221486004347753 -0.3090098562037336 1.0518523896832717
-0.3743931539305415 -0.43312138120560945 -0.3085899842352563 0.7650962993076484
0.0001783842599385247 -0.4360108905046137 -0.30380493327814806 1.6944536870245313
0.37931487029545724 -0.43519285534148366 -0.3055343251516671 1.7516793704669822
-0.9421654879264794 -0.11016504950100543 -0.30827711020316667 1.103691105011183
-0.565569344764698 -0.10944225136904327 -0.3070561009275912 0.4027409889157205
-0.1869864406835255 -0.11020574954429792 -0.30854677318535806 0.7658315594742532
0.186509471970776 -0.10765958611331106 -0.30401500202865595 1.4828617809627862
0.5645209205198362 -0.10954790512925425 -0.3082466064604633 0.34601965018762015
-0.751276695871739 0.21550695885585977 -0.3098504951562227 1.3917545840445178
-0.3740385813420464 0.2181752304859786 -0.3094398945225025 1.3556655481735311
-0.002357696961139005 0.2163605610395881 -0.30914389411653714 1.3153051193219456
0.3786943631604918 0.2162433645259847 -0.30537258215071084 1.3204268816059175
0.7539662658016838 0.21515545650010778 -0.3087852838973745 1.3292859984116359
-0.5653026556761961 0.5446636757058205 -0.3077961344070006 0.756073698885884
-0.19024302354245554 0.5431760512675505 -0.30866016799015283 0.9882799918652013
0.18632471766834646 0.543468182025701 -0.30826738132106773 0.6125562232398023
0.565177286811955 0.5399147542286572 -0.30622033691673683 1.2330984611880011
0.9412489886527521 0.5418472464592081 -0.30386570127637336 1.5160198120676154
-1.1259166156650922 -0.6516791600914155 -0.0015914513017331346 0.8859107734971569
-0.7521873319321276 -0.6535052252501694 0.001955400223585592 1.0995265447782592
-0.37553589830226164 -0.6528707152234202 0.0009943379144596986 0.46668091139143036
0.00031770694476465194 -0.6514177881920682 -0.00047214368255937475 0.04244435189656069
0.37638433716699066 -0.6504304791534706 -0.0017450055133409299 0.4826772326101542
-0.9390932099972783 -0.3266944718273984 -0.002257731031804671 0.8875984612205747
-0.5635774115803984 -0.324745092318677 -0.0011343790290795517 0.280214378284356
-0.19125007739827796 -0.3242107421536821 0.0014176773575618035 1.8089956108088474
0.18883899773598992 -0.3238721319202696 -0.002253814948712832 1.1006513945148857
0.5647857412355739 -0.32673130873230116 -0.0009501415865065534 0.3332957808446466
-0.7505422884105687 -0.0007377236280418343 0.0010334140418192747 0.46782003226961333
-0.37573619999618596 -0.0009415016465538822 -0.0004825961779027435 0.14786610890293286
0.001344811857122274 -0.0009495521323630678 -0.0008669478682936928 0.4276263928553562
0.37827534499047666 -0.0011211196258404646 -0.0011903199197800171 0.9698430464879064
