s	t	H	V	T	P
0	0.0	-513.2059587978378	-668.3014975425366	99.53985639451189	0.0
1	0.04	-513.1577483076119	-588.4508598468775	48.322895492509026	0.0
2	0.08	-513.1168268241737	-583.078454320542	44.90116485928175	0.0
3	0.12	-513.0851596105116	-573.1022079318647	38.51876346336339	0.0
4	0.16	-513.0843680343579	-571.314848794369	37.372149705582736	0.0
5	0.2	-513.0926331602757	-570.5097140472669	36.85011208150257	0.0
6	0.24	-513.1105405012092	-577.63982380149	41.41470247912127	0.0
7	0.28	-513.078967660208	-575.5007438241039	40.06211065472655	0.0
8	0.32	-513.1253969453044	-592.0234544601888	50.636539119059364	0.0
9	0.36	-513.1091519952589	-580.7145950929074	43.388972706072074	0.0
10	0.4	-513.0845850450008	-577.2057178680532	41.15275271435369	0.0
11	0.44	-513.0854703993795	-570.5874832079078	36.904621136640706	0.0
12	0.48	-513.0829849567126	-574.6439184129338	39.509624360190045	0.0
13	0.52	-513.0936569674279	-578.9878485635606	42.29069657192634	0.0
14	0.56	-513.0878420253446	-580.2617495057469	43.11201442785552	0.0
15	0.6	-513.1064423026339	-591.3821614992432	50.23712423368428	0.0
16	0.64	-513.1114862828898	-590.8125692279555	49.86832439314279	0.0
17	0.68	-513.094688484795	-582.6915426070552	44.66705439054006	0.0
18	0.72	-513.0927602457862	-581.9000175979942	44.16029352728957	0.0
19	0.76	-513.0814754431558	-574.9632729209145	39.71555393678855	0.0
20	0.8	-513.1066442392978	-581.5569660683994	43.93121336805563	0.0
21	0.84	-513.0933738852362	-580.0206788855327	42.95374568811647	0.0
22	0.88	-513.0775582465756	-572.0908101212024	37.874529883434796	0.0
23	0.92	-513.0995739797353	-581.4553894162015	43.87055944578656	0.0
24	0.96	-513.1223031000683	-588.7700924408299	48.550526652715014	0.0
25	1.0	-513.1121890446249	-587.2388772183597	47.57428843881899	0.0
26	1.04	-513.1047060172027	-581.5365399828191	43.91934791214853	0.0
27	1.08	-513.0921623484484	-579.9390745727786	42.90214984313216	0.0
28	1.12	-513.0768810163114	-568.7204036841943	35.7118476809517	0.0
29	1.16	-513.0790679602184	-577.7093897507596	41.47954868225669	0.0
30	1.2	-513.1059249545114	-585.8498567972179	46.686839530016236	0.0
31	1.24	-513.1280661699818	-588.0323626567103	48.07335514591485	0.0
32	1.28	-513.1003258768494	-585.4905945860913	46.45985958074092	0.0
33	1.32	-513.1034165223095	-587.6565427495713	47.84797511577163	0.0
34	1.36	-513.0894304930438	-577.7054518494111	41.47037070605202	0.0
35	1.4000000000000001	-513.0855735540644	-571.8307235329831	37.70246288257926	0.0
36	1.44	-513.0816932066487	-575.7880700498474	40.24476652591976	0.0
37	1.48	-513.090213613814	-578.1951776533454	41.78417266877267	0.0
38	1.52	-513.1086432832333	-578.4864900356397	41.95930798389502	0.0
39	1.56	-513.1192023152978	-587.3586649717671	47.64666676708823	0.0
40	1.6	-513.1229633907127	-585.85970200528	46.682222937548254	0.0
41	1.6400000000000001	-513.1006383460489	-584.4637759553085	45.800649889617105	0.0
42	1.68	-513.1060721243468	-584.8393269959862	46.03819004998917	0.0
43	1.72	-513.0858879428109	-583.7362291632777	45.3431792830914	0.0
44	1.76	-513.0994399142594	-578.7040580165209	42.10484916310404	0.0
45	1.8	-513.096739672188	-578.2067706795578	41.78742463369097	0.0
46	1.84	-513.1084878217528	-577.3728002130947	41.24464493628043	0.0
47	1.8800000000000001	-513.1109617192736	-582.0056738441353	44.21642174078573	0.0
48	1.92	-513.0990940009269	-581.487794111108	43.89166473176481	0.0
49	1.96	-513.1061938354924	-578.5670356002909	42.0125739364932	0.0
