s	t	H	V	T	P
60	0.6	-656.7583535892679	-664.6701888245937	5.077792369242351	0.0
61	0.61	-656.7584488252334	-665.7216227980748	5.7525384502792765	0.0
62	0.62	-656.7583222629033	-666.341051000247	6.150166859105459	0.0
63	0.63	-656.7580353224437	-666.7299271186677	6.399930555137757	0.0
64	0.64	-656.7580862953265	-667.302879881659	6.767617223478531	0.0
65	0.65	-656.7585721331858	-668.0234911694041	7.229791599658767	0.0
66	0.66	-656.7589934101126	-668.2733239228806	7.389863144977544	0.0
67	0.67	-656.758684671848	-667.5981747668524	6.956752567993206	0.0
68	0.68	-656.7578539133176	-666.6052490027924	6.320028938291088	0.0
69	0.6900000000000001	-656.7577082910924	-666.5584772324434	6.2901044148260965	0.0
70	0.7000000000000001	-656.758397615338	-667.7627779841845	7.0625786562993715	0.0
71	0.71	-656.7588498504495	-669.3569281912731	8.085409284122681	0.0
72	0.72	-656.7588479471843	-670.6833746853994	8.936719928256762	0.0
73	0.73	-656.7591810586421	-671.5694558871746	9.505190423446521	0.0
74	0.74	-656.7592157625281	-671.5135826965735	9.469308902716657	0.0
75	0.75	-656.7585836621824	-670.4547449796233	8.790155679063574	0.0
76	0.76	-656.7585542019726	-669.1156503644089	7.930747637343808	0.0
77	0.77	-656.758608971721	-667.632057258068	6.978546834398442	0.0
78	0.78	-656.7583969162864	-666.0242391085166	5.946790015069508	0.0
79	0.79	-656.7584199667785	-664.6190640609137	5.0449380467774905	0.0
80	0.8	-656.7582278566883	-663.5266440581408	4.343949427326101	0.0
81	0.81	-656.7577896412627	-663.1221491350326	4.084627031701522	0.0
82	0.8200000000000001	-656.7582810764907	-663.9380167328036	4.607933032531338	0.0
83	0.8300000000000001	-656.7593874758254	-665.2421671562466	5.444222819363803	0.0
84	0.84	-656.7596790834775	-665.5093273986557	5.615498317001621	0.0
85	0.85	-656.7589443528932	-664.4368724305766	4.927671449776749	0.0
86	0.86	-656.7580648977688	-663.3534801379635	4.2329179239115655	0.0
87	0.87	-656.7588692427481	-663.6068680746689	4.39502532333464	0.0
88	0.88	-656.759724118668	-664.1799957567471	4.762308311643167	0.0
89	0.89	-656.7585580043292	-663.9076728842182	4.588280709114447	0.0
90	0.9	-656.7579185507074	-664.0599863307185	4.686445426401078	0.0
91	0.91	-656.7583867496371	-665.4877416974283	5.602474094049733	0.0
92	0.92	-656.7591821830667	-667.4919732983194	6.888273479504326	0.0
93	0.93	-656.7594905594881	-668.8588007469297	7.76530136378121	0.0
94	0.9400000000000001	-656.7590181963591	-669.1270479033982	7.937764753815725	0.0
95	0.9500000000000001	-656.7586496516016	-668.9221961259145	7.806528022021954	0.0
96	0.96	-656.7585336354134	-668.8518210350991	7.7614359564769275	0.0
97	0.97	-656.7586599784142	-669.1010657920096	7.921319415063256	0.0
98	0.98	-656.7588865979845	-669.4828826758576	8.166222913997956	0.0
99	0.99	-656.7589477520573	-669.6889062255527	8.298408968147893	0.0
